,p,alpha,Qvar,ILvar
100,0.1,1.31,0.02314384946704622,0.7132791345935309
101,0.1,1.31,0.01014767830016638,0.6420509495684488
102,0.1,1.31,0.011803447739141777,0.7135006733051796
103,0.1,1.31,0.011522224511721035,0.5755495702252106
104,0.1,1.31,0.020770108267734354,0.8576115618973823
105,0.1,1.31,0.027573750184274916,1.0803266008227377
106,0.1,1.31,0.012527976015252787,0.7222738980302907
107,0.1,1.31,0.015530225141063891,0.6072598879959016
108,0.1,1.31,0.01386506934640056,0.716057036589768
109,0.1,1.31,0.005432163695268449,0.47150218513212655
110,0.1,1.31,0.01002555113746636,0.6870326417840654
111,0.1,1.31,0.020116925085230934,0.6942227634722904
112,0.1,1.31,0.01949677690622863,0.928292330375578
113,0.1,1.31,0.019438573246726952,0.7640735085804435
114,0.1,1.31,0.00827719336796727,0.5491339551706438
115,0.1,1.31,0.023770693193270027,0.8001206778911195
116,0.1,1.31,0.02884589892554075,0.8279678961393593
117,0.1,1.31,0.01417511614778908,0.6260059085257762
118,0.1,1.31,0.015982645808439763,0.7040563746045103
119,0.1,1.31,0.026002762846055717,0.7065840265336412
120,0.1,1.42,0.023304918695796314,0.7907171186590112
121,0.1,1.42,0.015791790100432312,0.5925236390879358
122,0.1,1.42,0.01017620488447906,0.6576019406480513
123,0.1,1.42,0.013064210410251893,0.7232724973593757
124,0.1,1.42,0.010098413940337607,0.5433709554434778
125,0.1,1.42,0.0034347764622752854,0.4189275135076281
126,0.1,1.42,0.015217506674322624,0.5479853140987292
127,0.1,1.42,0.008599398087053295,0.5353007602195758
128,0.1,1.42,0.017420151332621127,0.6883219496279724
129,0.1,1.42,0.004300187104757753,0.4850095826431417
130,0.1,1.42,0.006811308470850101,0.6308786675174637
131,0.1,1.42,0.010160387784795704,0.62000367039861
132,0.1,1.42,0.009292382355838055,0.6256198687456651
133,0.1,1.42,0.01194066739949854,0.6936220743081347
134,0.1,1.42,0.00751142335886501,0.45012420029510425
135,0.1,1.42,0.008436866925019049,0.5487784040237451
136,0.1,1.42,0.007195169177732969,0.4537827982844042
137,0.1,1.42,0.010605257569895167,0.518602001673598
138,0.1,1.42,0.011563322597551988,0.6023113250858769
139,0.1,1.42,0.007436029149314595,0.4072806028527728
140,0.1,1.42,0.015376604256461297,0.7035218383712417
141,0.1,1.42,0.009258963103090519,0.6763633889768309
142,0.1,1.42,0.006816207701373204,0.4450392867714431
143,0.1,1.42,0.015570646787206883,0.7078293491395694
144,0.1,1.42,0.008350035802913583,0.49065241216486577
145,0.1,1.42,0.016678270282169463,0.791830118204102
146,0.1,1.42,0.013564687623449876,0.6477062768032961
147,0.1,1.42,0.008284467569112603,0.6307093594161025
